מקור,שאלה,תשובה 1,תשובה 2,תשובה 3,תשובה 4,תשובה 5,תשובה 6,תשובות נכונות,נושא,חשיבות לסדר,קישור לתמונה,הערות
בחנים ותרגולים מהמודל,מה נכון לגבי תהליך הראייה בעין?,המדוכים (cones) מאפשרים ראיית צבע בלילה,הrods אינם מסוגלים להבחין בין רמות אור חזק ,הoptic disk מכיל ריכוז גבוה של cones,קליטה של אור מעלה את שחרור גלוטמט מהפוטורצפטור,,,2,אותות חשמליים וסנסורים,FALSE,,"
בוחן מסכם לפרקים 48-50, 52, 43"
בחנים ותרגולים מהמודל,איזה מבין המשפטים הבאים הינו נכון עבור פוטנציאל מנוחה?,ממברנת תא העצב (נוירון) חדירה הרבה יותר לנתרן מאשר אשלגן.,כל התשובות נכונות.,משאבת מימן-כלור אחראית לתחזוקת פוטנציאל המנוחה.,ריכוז הנתרן בתוך תא העצב נמוך בהרבה מריכוזו מחוץ לתא,"בתוך התא, ריכוז האשלגן שווה לריכוז הנתרן",,4,אותות חשמליים וסנסורים,FALSE,,"
בוחן מסכם לפרקים 48-50, 52, 43"
בחנים ותרגולים מהמודל,מה אינו נכון?,יש לנו יותר סוגי רצפטורים לראייה מאשר לטעם,"תאי אמקרין (amacrine) משפרים את הראייה ע""י lateral inhibition",עובי הממברנה הבזיאלרית באוזן קובע התדר אליו היא רגישה,"אין סיב שריר המעוצבב ע""י יותר מארבעה motor neurons",,,1,אותות חשמליים וסנסורים,FALSE,,"
בוחן מסכם לפרקים 48-50, 52, 43"
בחנים ותרגולים מהמודל,אילו עקרונות עומדים בבסיס פעולת הזימים,א. הגדלת שטח פנים,ב. Concurrent Exchange,ג. All or Nothing,ד. א+ב ,ה. ג+ב,,4,אותות חשמליים וסנסורים,TRUE,,"
בוחן מסכם לפרקים 48-50, 52, 43"
בחנים ותרגולים מהמודל,"החלטתם לחנך את החתול שלכם, פליקס, לא לשרוט את הספה. השארתם בסלון בקבוק ספריי מלא במים על מדף ליד הכניסה ובכל פעם שהחתול מתחיל לשרוט, אתם מתיזים עליו מעט מים והוא מפסיק ובורח.
שבוע אחרי שהתחלתם, נכנסתם לסלון וראיתם אותו שורט אותה והוא רואה אתכם, אבל ממשיך. אתם תופסים את הבקבוק מהמדף. החתול מביט בשנית ובורח עוד לפני שזזתם לכיוונו.

זוהי דוגמה לאיזו למידה?",למידה מרחבית,למידה תלוית דפוס התנהגות מקובע (fixed action pattern),החתמה,התנהגות מולדת,למידה אסוציאטיבית,,5,אותות חשמליים וסנסורים,FALSE,,"
בוחן מסכם לפרקים 48-50, 52, 43"
בחנים ותרגולים מהמודל,התלמוס הוא חלק מ:,המוח הקדמי (forebrain),הצרבלום,המוח האחורי (hindbrain),הצרברום,חוט השדרה,,1,אותות חשמליים וסנסורים,FALSE,,"
בוחן מסכם לפרקים 48-50, 52, 43"
בחנים ותרגולים מהמודל,"עופות ימיים אשר רוב חייהם נמצאים בסביבה ימית, כך שאין להם גישה למים מתוקים:
",שותים מי ים ומפרישים עודפי מלחים באמצעות הכליות בלבד.,שותים מי ים ומפרישים עודפי מלחים דרך בלוטות המלח (nasal salt glands) הממוקמות מעל הנחיריים שלהם.,צורכים מים באמצעות אכילת טרף שהינו אוסמורגולטורי (osmoregulator).,צורכים מים באמצעות אכילת טרף שהינו אוסמוקונפורמי (osmoconformer).,צריכים לשתות לעיתים נדירות בלבד ועושים זאת בגיחות לאיים סמוכים עם מאגרי מים מתוקים.,,2,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 44 - אוסמורגולציה וכליות
בחנים ותרגולים מהמודל,"דגי גרם (bony fish) החיים במים מתוקים, שומרים על הריכוז האוסמוטי של נוזלי הגוף באמצעות:",איבוד מים דרך הזימים.,מקבלים מים רק דרך המזון וקולטים יונים דרך הזימים.,מאבדים  יונים ומלחים דרך הזימים אל הסביבה.,אינם מאבדים מלחים דרך השתן.,,,2,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 44 - אוסמורגולציה וכליות
בחנים ותרגולים מהמודל,"מה מהבאים עובר פילטרציה (Filtration) מהדם ואינו נמצא בשתן, אצל אדם בריא?",מים.,יוני +H.,חלבונים גדולים.,אוּרֵאַה (שתנן urea).,,,3,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 44 - אוסמורגולציה וכליות
בחנים ותרגולים מהמודל,"הקפילרות (נימים) אשר דרכן מסננים מים ומלחים מהדם בכליות החולייתנים, הם:",לולאה הנלה (Loop of Henle).,גלומרולוס (Glomerulus).,הקופסית על שם באומן (Bowman's capsule).,הצינורית המאספת (Collecting duct).,,,2,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 44 - אוסמורגולציה וכליות
בחנים ותרגולים מהמודל,"הפרשת (ADH (Antidiuretic hormone מ____________, גורמת ל______________. ",בלוטת האדרנל (adrenal gland) .... הגברת ספיגה חוזרת של מים ומומסים בצינורית המקורבת (proximal tubule) של הכלייה.,האונה האחורית של בלוטת ההיפופיזה (pituitary gland) .... הגברת חדירות המים בצינורית המאספת (Collecting duct).,האונה הקדמית של בלוטת ההיפופיזה (pituitary gland) .... הגברת חדירות המים בצינורית המאספת (Collecting duct).,האונה האחורית של בלוטת ההיפופיזה (pituitary gland) .... הורדת חדירות המים בצינורית המאספת (Collecting duct).,,,2,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 44 - אוסמורגולציה וכליות
בחנים ותרגולים מהמודל,"הפרשה של הורמון מתא אחד והשפעתו על תא הקרוב אליו, הוא דוגמא ל:",סיגנל פרה-קריני (paracrine).,סיגנל אוטוקריני (autocrine).,סיגנל אנדוקריני (endocrine).,סיגנל נוירואנדוקריני (neuroendocrine).,,,1,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 41 - אותות כימיים
בחנים ותרגולים מהמודל,כיצד משפיע PTH  (Parathyroid hormone) על רמות Ca2+בדם?,"כאשר רמות Ca2+  בדם יורדות, PTH מעלה את צפיפות העצם ומעודד ספיגה מחדש של Ca2+ במעי.","כאשר רמות Ca2+  בדם יורדות, PTH  מגביר ספיגת סידן בעצמות והפרשת סידן בשתן.","כאשר רמות Ca2+בדם יורדות, PTH מעודד פירוק עצם וספיגה חוזרת של Ca2+ מתסנין השתן.","כאשר רמות Ca2+ בדם עולות, PTH מעודד ספיגת Ca2+ מהמזון.",,,3,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 41 - אותות כימיים
בחנים ותרגולים מהמודל,בין אלו מההורמונים הבאים מתקיימת השפעה אנטגוניסטית (בעלי השפעה הופכית)?,אוקסיטוצין (Oxytocin) ופרולקטין (Prolactin).,אינסולין (Insulin) וגלוקגון (Glucagon)., GH (Growth hormone) ואפינפרין (Epinephrine)., ACTH (Adrenocorticotropic hormone) ו- ADH (Antidiuretic hormone).,,,2,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 41 - אותות כימיים
בחנים ותרגולים מהמודל,"הורמונים אשר שומרים על הומאוסטאזיס (Homeostasis):
",אינם פועלים במנגנונים של סיגנלים אנטגוניסטיים (Antagonistic signaling).,נקשרים לקולטנים (receptors) לא ספציפיים על פני כל התאים.,בדרך כלל פועלים כחלק ממערכת של משוב שלילי.,מעוררים תגובה בתא המטרה ללא צורך בקשירה לקולטן (receptor).,,,3,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 41 - אותות כימיים
בחנים ותרגולים מהמודל,"הורמון הידרופילי מסיס במים (water soluble) מסוג X, מפעיל שליח שניוני cAMP בתא המטרה. כיצד נוכל להגביר את הפעילות של תא המטרה?",נעלה את ריכוז הורמון X בנוזל הבין-תאי שמקיף את תא המטרה.,נזריק את הורמון X לתוך הציטופלזמה של תא המטרה.,נעלה את הריכוז של cAMP בנוזל הבין-תאי שמקיף את תא המטרה.,לא ניתן לשנות את תגובת תא המטרה.,,,1,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 41 - אותות כימיים
בחנים ותרגולים מהמודל,מהי משמעות המושג קונברגנציה (convergence) באבולוציה?,תכונה משותפת לשני המינים אשר ירשו אותה מאב קדמון משותף.,שני מינים שהמשיכו לפתח תכונות חדשות בקצב אחיד לאחר פיצולם מאב קדמון משותף.,תכונה דומה שהתפתחה בשני מינים שונים באופן נפרד.,תכונה שנשמרה לחלוטין לאורך האבולוציה של מין מסוים.,,,3,פיזיולוגיה,FALSE,,תרגול פרק 40
בחנים ותרגולים מהמודל,מה ההבדל בין אנדותרמיים לבין אקטותרמיים?,חום גופם של אקטותרמיים נמוך משל אנדותרמיים.,חום גופם של אנדותרמיים תמיד נותר יציב בעוד שחום גופם של אקטותרמיים משתנה.,אנדותרם משתמש בעיקר בחום פנימי בעוד שאקטותרם משתמש בעיקר בחום ממקור חיצוני.,"אנדותרמיים הם רגולטורים בעוד שאקטותרמיים הם ""צייתנים"" (conformers).",,,3,פיזיולוגיה,FALSE,,תרגול פרק 40
בחנים ותרגולים מהמודל,אלו מהבאים יגביר את קצב מעבר החום בין בעל החיים לסביבתו?,נוצות או פרווה.,הצרת כלי הדם היקפיים.,שכבת שומן חום.,רוח הנושבת על פני השטח של הגוף.,,,4,פיזיולוגיה,FALSE,,תרגול פרק 40
בחנים ותרגולים מהמודל,"בהשוואת משק האנרגיה של אדם, פיל, פנגוין עכבר ונחש, ל_______ תהיה הוצאה אנרגיה שנתית כוללת גבוהה ביותר ול__________ תהיה הוצאת אנרגיה גבוהה ביותר ליחידת מסה.","פיל, עכבר.","פינגווין, עכבר.","פיל, אדם.","עכבר, נחש.",,,1,פיזיולוגיה,FALSE,,תרגול פרק 40
בחנים ותרגולים מהמודל,פפסין הוא אנזים עיכול ש:,מיוצר בלבלב,מזרז את פירוק הפחמימות,אחראי על פירוק ראשוני של חלבונים,עובר דנטורציה ברמת pH נמוכה,,,3,פיזיולוגיה,FALSE,,תרגול פרק 42 - מערכת העיכול
בחנים ותרגולים מהמודל,חומצות אמינו חיוניות הן:,חומצות אמינו הנצרכות על ידי בעלי חיים ספציפיים,חומצות אמינו שבעלי חיים אינם מסוגלים לייצר בעצמם,אבני הבניין של ויטמינים,חומצות האמינו העיקריות בבניית חלבונים,,,2,פיזיולוגיה,FALSE,,תרגול פרק 42 - מערכת העיכול
בחנים ותרגולים מהמודל,איזה מהאיברים הבאים משוייך לתפקוד הנכון?,קיבה- עיכול שומנים,המעי הגס- ספיגת נוזלים,התריסריון (Duodenum) יצירת בולוס,חלל הפה ספיגת נוטריינטים,,,2,פיזיולוגיה,FALSE,,תרגול פרק 42 - מערכת העיכול
בחנים ותרגולים מהמודל,בעלי חיים בעלי מעי עיוור (cecum) ארוך יחסית הם:,קרניבורים,הרביבורים,אוטוטרופים,הטרוטרופיים,אומניבורים,,2,פיזיולוגיה,FALSE,,תרגול פרק 42 - מערכת העיכול
בחנים ותרגולים מהמודל,איזה מהמשפטים הבאים נכון לגבי בקרה הורמונלית במערכת העיכול?,הורמון גסטרין (gastrin) מופרש בזמן רעב בתגובה להתכווצות הקיבה.,הורמון גרלין (grelin) מופרש בתגובה לקיבה ריקה ומעודד תחושת רעב.,רמות גבוהות של ההורמון לפטין (leptin) מעודדות תחושת רעב וירידה בהוצאה האנרגתית של הגוף.,הורמון אינסולין (insulin) גורם לפירוק של מאגרי סוכרים למה שיהפוך להיות גלוקוז זמין.,,,2,פיזיולוגיה,FALSE,,תרגול פרק 42 - מערכת העיכול
בחנים ותרגולים מהמודל,אילו מההצהרות הבאות בנוגע לפרתנוגנזה (Parthenogenesis) נכונה?,"פרתנוגנזה הוא מצב בו תא ביצה עובר אקטיבציה ללא זרע ליצירת ""זיגוטה"".",מינים פרתנוגניים כוללים לרוב זכרים בלבד.,פרתנוגנזה מופיעה רק בחסרי חוליות.,בפרתנוגנזה הזכרים והנקבות תורמים כל אחד מחצית מהחומר הגנטי לדור הבא.,,,1,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 45 - מערכת הרבייה
בחנים ותרגולים מהמודל,"בעל חיים הרמפרודיט (hermaphrodite), הינו:",מתרבה רק ברבייה א-מינית (asexually).,מתרבה רק באמצעות פרגמנטציה (Fragmentation).,בעל מערכת רבייה נקבית וזכרית.,כל התשובות נכונות.,,,3,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 45 - מערכת הרבייה
בחנים ותרגולים מהמודל,"ביונקים, אחרי הביוץ הזקיק הריק _________________.",עובר פירוק מהיר.,הופך לגופיף הצהוב (corpus luteum) ומייצר הורמונים.,הופך למקום ההשרשה של הביצית המופרית.,מתחיל מיד את הווסת.,,,2,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 45 - מערכת הרבייה
בחנים ותרגולים מהמודל,איזה מההורמונים הבאים משוחרר על ידי הגופיף הצהוב לאחר הביוץ ומעודד את התפתחות רירית הרחם (endometrium)?,פרוגסטרון (Progesterone).,hCG.,הורמון שחרור הגונדוטרופין (GnRH).,הורמון ההצהבה (LH).,,,1,הורמונים רבייה ואוסמורגולציה,FALSE,,תרגול פרק 45 - מערכת הרבייה
בחנים ותרגולים מהמודל,אילו סוגי תאים נמצאים בתוך Seminiferous tubule (אבובית נושאת זרע)?,תאי סרטולי (Sertoli cell). ,תאי ליידיג (Leydig cells).,ספרמטוציט ראשוני (Primary spermatocyte).,תאי זרע בעלי יכולת תנועה.,תשובות א ו- ג נכונות.,,5,הורמונים רבייה ואוסמורגולציה,TRUE,,תרגול פרק 45 - מערכת הרבייה
בחנים ותרגולים מהמודל,יום חמסין גורם לעליית חום הגוף. כיצד מתורגם סיגנל זה בגוף במונחים של תרמורגולציה?,הסיגנל שיקלט בשרירים יגרום לרעד בכדי להעלות קצב מטבולי.,הפעלת בלוטות זיעה והרחבת כלי דם תחת העור בעקבות קליטת הסיגנל בהיפותלמוס.,האטת קצב הלב בעקבות קליטת הסיגנל בתאי גליה במוח.,הפעלת בלוטות זיעה וכיווץ כלי דם בעקבות קליטת הסיגנל בהיפותלמוס.,,,2,פיזיולוגיה,FALSE,,"בוחן פרקים 40, 41, 42, 44 ו-45"
בחנים ותרגולים מהמודל,"מבנה גופם של פנגווינים, אריות ים ודגי טונה מאפשר שחיה מהירה, כיוון ש__________?",לכולם היה אב קדמון משותף בשלב מסויים.,זוהי הצורה היחידה שתאפשר להם לשמור על טמפרטורת גוף קבועה במים.,צורת גופם היא תוצאה של אבולוציה מתכנסת – פתרון להורדת החיכוך במהלך השחיה. ,גופם נדחס בצורה דומה על ידי הלחץ הקיים במעמקי האוקיינוס.,,,3,פיזיולוגיה,FALSE,,"בוחן פרקים 40, 41, 42, 44 ו-45"
בחנים ותרגולים מהמודל,פפסין הינו אנזים עיכול אשר:,עובר דנטורציה ברמת pH נמוכה.,מתחיל את ההידרוליזה של החלבונים בקיבה.,מזרז את פירוק חומצות השומן.,מיוצר על ידי הכבד ומופרש מכיס המרה.,,,2,פיזיולוגיה,FALSE,,"בוחן פרקים 40, 41, 42, 44 ו-45"
בחנים ותרגולים מהמודל,"האיבר העיקרי בו מתרחשת ספיגת הנוטריינטים, הוא:",המעי הגס (large intestine).,המעי הדק (small intestine).,הקיבה (stomach).,חלל הפה.,,,2,פיזיולוגיה,FALSE,,"בוחן פרקים 40, 41, 42, 44 ו-45"
בחנים ותרגולים מהמודל,ההורמונים אינסולין וגלוקגון המיוצרים בלבלב בעלי השפעה הופכית (אנטגוניסטית). מה קורה כאשר רמות הגלוקוז בדם יורדות?,חלה ירידה בהפרשת אינסולין וגלוקגון.,חל פירוק גליקוגן לשחרור גלוקוז מתאי שריר לזרם הדם.,חלה עלייה בהפרשת אינסולין.,חלה עלייה בהפרשת גלוקגון מהלבלב.,,,4,הורמונים רבייה ואוסמורגולציה,FALSE,,"בוחן פרקים 40, 41, 42, 44 ו-45"
בחנים ותרגולים מהמודל,"הורמון הידרופילי מסיס במים (water soluble) מסוג X מסוגל לגרום לתגובה של תא מטרה ע""י הגברת יצור השליח השניוני cAMP. מי מהבאים יגביר את תגובת התא?",עלייה בריכוז הורמון X בנוזל הבין-תאי שמקיף את תא המטרה. ,עלייה בריכוז של cAMP בנוזל הבין-תאי שמקיף את תא המטרה.,עלייה בריכוז הורמון X בתוך הציטופלזמה של תא המטרה., ירידה בריכוז של cAMP בתוך הציטופלזמה של תא המטרה.,,,1,הורמונים רבייה ואוסמורגולציה,FALSE,,"בוחן פרקים 40, 41, 42, 44 ו-45"
בחנים ותרגולים מהמודל,אילו מבין ההתאמות הבאות צפויות להמצא אצל יונק מדברי?,כמות גדולה של נפרונים בעלי לולאות הנלה (Loop of Henle) יותר ארוכות (Juxtamedullary nephron).,כמות גדולה של נפרונים בעלי לולאות הנלה יותר קצרות (Cortical nephron).,מנגנונים להקטנת איבוד מים בנשימה.,יצירה של שתן היפראוסמוטי ביחס לנוזל הדם.,א+ג+ד נכונים. ,ב+ג נכונים.,5,הורמונים רבייה ואוסמורגולציה,TRUE,,"בוחן פרקים 40, 41, 42, 44 ו-45"
בחנים ותרגולים מהמודל,"האוסמולריות הגבוהה באזור המדולה (medulla) של כליית יונק נשמרת באמצעות כל המאפיינים הבאים, מלבד:",מעבר אקטיבי של מלחים מהאזור העליון של הזרוע העולה של לולאת הנלה.,יציאה בדיפוזיה של מלחים מהסגמנט הצר של הזרוע העולה (ascending limb) של לולאה הנלה (loop of Henle).,יציאה בדיפוזיה של אוראה (urea) מהחלק האחרון של הצינורית המאספת (collecting duct).,יציאה בדיפוזיה של מלחים מהזרוע היורדת (descending limb) של לולאת הנלה.,,,4,הורמונים רבייה ואוסמורגולציה,FALSE,,"בוחן פרקים 40, 41, 42, 44 ו-45"
בחנים ותרגולים מהמודל,מהו המסיח הנכון בנוגע להורמון Luteinizing Hormone) LH) במערכת הרבייה הנקבית?,LH מעכב את הביוץ.,LH מעודד את תהליך הביוץ והמשך המיוזה.,LH  מופרש מההיפותלמוס.,LH גורם להתפתחות רירית הרחם (endometrium) בגופיף הצהוב (Corpus luteum).,,,2,הורמונים רבייה ואוסמורגולציה,FALSE,,"בוחן פרקים 40, 41, 42, 44 ו-45"
בחנים ותרגולים מהמודל,איזה הורמון משתחרר בתגובה להשתרשות העובר באדם ומאותת לגופיף הצהוב להמשיך להתקיים?,LH -Luteinizing hormone.,פרוגסטרון (Progesterone).,GnRH- Gonadotropin Releasing Hormone.,Chorionic gonadotropin - hCG.,,,4,הורמונים רבייה ואוסמורגולציה,FALSE,,"בוחן פרקים 40, 41, 42, 44 ו-45"
בחנים ותרגולים מהמודל,פוטנציאלי פעולה מתחוללים לאורך האקסון בתא העצב בשל:,דה-פולריזציה של הממברנה בנקודה אחת הגוררת עלייה בחדירות הממברנה לנתרן בנקודה הבאה.,זרימה ציטופלסמית בתוך תא העצב.,אף תשובה אינה נכונה.,הולכה חשמלית על ידי שלד התא (ציטסקלטון) כל עוד מתוחזק מפל ריכוזים לאורך התא על ידי משאבת נתרן-אשלגן.,,,1,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 48
בחנים ותרגולים מהמודל,איזה מבין המשפטים הבאים נכון?,תעלות יונים מאפשרות מעבר של יונים דרך ממברנת התא בניגוד למפל ריכוזיהם.,מפלי ריכוזים של חלבונים לרוחב ממברנת התא מיצגים אנרגיה פוטנציאלית.,לכל תאי הגוף יש פוטנציאל שיווי משקל של בערך -70 מיליוולט.,"תעלות יונים בד""כ חדירות באופן סלקטיבי ומאפשרות מעבר לסוגי יונים מסוימים בלבד.",,,4,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 48
בחנים ותרגולים מהמודל," השלב הרפרקטורי ( refractory period) בו אקסון הממברנה לא יכול ""לירות"" מתרחש בשל:","כניסה מסיבית של יוני אשלגן לתא ע""י תעלות אשלגן תלויות מתח (voltage gated channels).",נטרול זמני של תעלות הנתרן תלויות המתח.,נטרול זמני של משאבת נתרן-אשלגן.,הזמן הדרוש להשבת מפלי הריכוזים של יוני האשלגן והנתרן.,"יציאה מסיבית של יוני נתרן מהתא ע""י משאבת נתרן-אשלגן.",,2,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 48
בחנים ותרגולים מהמודל,חסימת תעלות יוני האשלגן תלויות המתח בממברנת התאים תגרום ל:,עליה בפוטנציאל המנוחה.,ירידה בפוטנציאל שיווי המשקל של נתרן.,דה- פולריזציה- יצירת פוטנציאל פעולה חיובי יותר.,היפרפולריזציה- יצירת פוטנציאל פעולה שלילי יותר.,,,3,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 48
בחנים ותרגולים מהמודל,מה מהבאים נכון לגבי פוטנציאל פעולה בתהליך שנקרא- saltatory conduction?,מתרחש רק במרווחי רנביר (Ranvier nodes).,מתרחש לאורכו של כל האקסון.,"מתרחש ע""י מעבר ממקוטב (polarized) ללא מקוטב ובחזרה למקוטב.",מתרחש רק איפה שקיים מעבר (דיפוזיה) של יוני נתרן ואשלגן.,,,1,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 48
בחנים ותרגולים מהמודל,אקסונים מצופי מיאלין נפוצים בעיקר:,בחומר הלבן שבחוט השדרה ובחומר הלבן שבמוח.,בחומר האפור שבחוט השדרה ובחומר הלבן שבמוח.,בכל אזורי המוח וחוט השדרה.,בחומר האפור שבחוט השדרה ובחומר האפור שבמוח.,בחומר הלבן שבחוט השדרה ובחומר האפור שבמוח.,,1,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 49
בחנים ותרגולים מהמודל,המרכזים האודיטוריים (שמיעתיים) ממוקמים ב:,אונה האוקסיפיטלית של קליפת המוח.,אונה הטמפורלית של קליפת המוח (cerebral cortex).,צרבלום,אונה הפרונטאלית של קליפת המוח.,אונה הפריאטלית של קליפת המוח.,,2,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 49
בחנים ותרגולים מהמודל,מהו ההבדל המרכזי בין אקסון לסיב עצבים?,הם מורכבים מכמות שונה של אותם מרכיבים תאיים.,אקסונים עשויים מחומר לבן בעוד עצבים עשויים מחומר אפור.,סיבי עצבים נמצאים רק במערכת העצבים המרכזית (CNS).,סיבי עצב מצויים רק בבעלי חוליות.,לראשון יש פונקציות סנסוריות בעוד לשני יש פונקציות מוטוריות.,,1,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 49
בחנים ותרגולים מהמודל,חברכם הרופא מספר לכם על מטופל בעל פציעת ראש שלפתע חווה הפסקות נשימה במהלך בדיקה. ניתן לשער כי פציעתו התרחשה באזור:,צרברום.,צרבלום.,בלוטת יותרת המוח (pituitary gland).,היפותלמוס.,המוח האחורי (Hind brain),,5,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 49
בחנים ותרגולים מהמודל,הקורפוס קולוסום מחבר את:,ההמיספרה הימנית והשמאלית.,החומר האפור והלבן בחוט השדרה.,בלוטת יותרת המוח וההיפותלמוס.,הצרבלום וחוט השדרה.,האונה הטמפורלית והאונה הפרונטלית בקורטקס.,,1,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 49
בחנים ותרגולים מהמודל,בני אדם הפגועים באזור ורניקה מתקשים:,לתזמן את תנועת גפיהם.,לדבר.,להבין שפה.,לזהות פרצופים.,לחוות רגשות.,,3,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 49
בחנים ותרגולים מהמודל,"עבור מינים הטורפים טרף קטן, למשל חרקים, עיניים מורכבות מהוות יתרון בזיהוי טרף פוטנציאלי מכיוון:","עיניים מורכבות מאפשרות לבע""ח לחוש בקרינה אולטרה-סגולה.",עם עיניים מורכבות המוח יוצר ריבוי הדמיות ויזואליות נפרדות.,הן מאפשרות זיהוי תנועה ברגישות גבוהה.,כל אומטידיום (ommatidium) מכיל הרבה תאי פוטו-רצפטור.,אור אינו הכרחי עבורן על מנת לייצר פוטנציאלי פעולה.,,3,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 50
בחנים ותרגולים מהמודל,האוזן האמצעית ממירה:,גלי לחץ אוויר לגלי לחץ בנוזל.,גלי לחץ לתנועת תאי השיער.,גלי לחץ בנוזל לגלי לחץ אוויר.,גלי לחץ בנוזל ליריית סיב העצב.,גלי לחץ אוויר ליריית סיב העצב.,,1,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 50
בחנים ותרגולים מהמודל,גלי קול המגיעים לאוזן פוגעים קודם ב:,ממברנת החלון האובלי (round-window membrane).,תאי השיערה (hair cells ).,הממברנה הטקטוריאלית (tectorial membrane).,ממברנת עור התוף (tympanic membrane).,,,4,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 50
בחנים ותרגולים מהמודל,השבלול הוא איבר במערכת השמע הכולל (בין היתר):,נוזל ושכבות רבות של תאים כימו-סנסוריים.,אוויר ועצמיות שמע אשר רוטטות בתגובה לגלי הקול.,אוויר וססטוציסט המופעל על ידי תנועה.,נוזל ותאים העוברים התמרה מכאנית.,אוויר ותאים המפיקים שעווה.,,4,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 50
בחנים ותרגולים מהמודל,"נמלים נושאות נמלים בנות אותו הקן אשר מתו אל מחוץ לקן ומשליכות את גופותיהן בערימת ה""אשפה"". במידה ומורחים חומר מסוים מן הנמלים המתות על נמלה חיה, נמלים אחרות יישאו את הנמלה החיה אל מחוץ לקן חרף היאבקותה כנגד הפעולה ועד להתנדפות החומר. מי מהבאים מסביר את ההתנהגות באופן סביר ביותר?",הנמלים מגיבות לשעון ציקרדי.,הנמלים הוחתמו לפעולה בתגובה לחומר זה.,החומר הינו סימן גירוי עבור דפוס התנהגות מקובע (fixed action pattern).,הנמלים עוקבות אחר שרשרת גירוי-תגובה.,,,3,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 52
בחנים ותרגולים מהמודל,"בניסוי מסוג cross-fostering, החליפו בין הצאצאים של שני מינים. הראשון שבו קיימת דאגה אימהית עד אשר הצאצא הופך לעצמאי ובוגר (כ-4 חודשים), והשני שבו ההורים נוטשים את הצאצאים כמה שעות לאחר הלידה. אילו מהתוצאות הבאות מעידות כי התנהגות אימהית היא מולדת?",הצאצאים שגודלו אצל המין הראשון לא טיפלו בצאצאים שלהם.,הצאצאים שגודלו אצל המין השני טיפלו בצאצאים שלהם במשך כחודשיים.,הצאצאים שגודלו אצל המין הראשון טיפלו בצאצאים שלהם עד שהפכו עצמאים.,,,,1,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 52
בחנים ותרגולים מהמודל,"כאשר זבובי דרוזופילה נחשפו לריח מסוים ולשוק חשמלי באותו הזמן, הם החלו להימנע מהריח. זוהי דוגמא ל:",למידה אסוציאטיבית,החתמה.,למידה תלוית דפוס התנהגות מקובע (fixed action pattern).,למידה מרחבית,,,1,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 52
בחנים ותרגולים מהמודל,מה נכון לגבי החתמה (imprinting)?,החתמה היא תהליך התלוי בתכונות מולדות בלבד,החתמה היא תהליך שמצריך למידה ותכונות מולדות,"דפוס התנהגות שנוצר בעקבות החתמה נשאר בבע""ח לזמן קצר",החתמה היא תהליך הכולל למידה בלבד,,,2,אותות חשמליים וסנסורים,FALSE,,תרגול פרק 52
בחנים ותרגולים מהמודל,עיקר הפחמן הדו-חמצני בדם נמצא בצורה:,יון ביקרבונט HCO3-,מומסת,משולב במולקולת המוגלובין,קשור לחלבונים,,,1,פיזיולוגיה,FALSE,,תרגול פרק 43
בחנים ותרגולים מהמודל,מהו קישור קואופרטיבי? (cooperative),מערכת היחסים בין נבחרי הציבור השונים במדינת חלם הקטנה,כאשר קישור של מולקולת ליגנד אחת מעלה את האפיניות לקישור ליגנד נוסף,סוג של קשר קוולנטי,כאשר מעבר של יון דרך הממברנה גורם לשטף מאסיבי של יונים חודרי ממברנה נוספים,כל קישור בין אנזים לקו-פקטור שלו,,2,פיזיולוגיה,FALSE,,תרגול פרק 43
