מקור,שאלה,תשובה 1,תשובה 2,תשובה 3,תשובה 4,תשובה 5,תשובה 6,תשובות נכונות,נושא,חשיבות לסדר,קישור לתמונה,מי הוסיפ/ה,הערות
בחנים ותרגולים מהמודל,מהו Re-replication block?,זהו רפרסור דיפוזי שמעכב שכפול נוסף של DNA שכבר עבר שכפול ועדיין לא עבר מיטוזה,עיכוב של שכפול נוסף כתוצאה מהעדר קישור של Pre-replication complex לאיזור ה- Origin of replication ב-DNA,חלבון הנקשר ל-DNA שכבר עבר שכפול ומונע את הגישה של אנזימי השכפול אליו,איזור ב-DNA שכבר עבר שכפול לא יעבור שכפול נוסף בגלל פירוק האנזימים האחראים על השכפול,,,2,מחזור התא,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,"חוקר טיפל בתאים במס' חומרים אך שמות החומרים על המבחנות נמחקו. אחד החומרים גרם לזירחון CDK מיטוטי, כאשר ידוע שהצורה המזורחנת קושרת ציקלין. איזה מבין המשפטים הבאים נכון?",החומר יגרום לירידה במס' התאים בתרבית,חומר זה מעלה את רמות קומפלקס ה-MPF,החומר יגרום לדיפרנציאציה של התאים בתרבית,החומר יגרום לעיכוב פאזת המיטוזה,,,2,מחזור התא,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,"כאשר נבצע אנליזת FACS לתרבית תאים שלא עברה כל טיפול, באיזו פאזה של מחזור התא נראה את מספר התאים הגדול ביותר?",M/G2,G1,S,מספר תאים שווה בכל פאזה,,,2,מחזור התא,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,מה נכון להגיד לגבי רפרסור?,רפרסור לא פעיל יגרום לבקרה שלילית,רפרסור פעיל יגרום לבקרה חיובית,רפרסור פעיל יגרום לבקרה שלילית,,,,3,בקרת ביטוי גנים,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,אופרון הטריפטופן (Tryptophan Operon) הוא דוגמא ל:,"רגולציה חיובית, כאשר האקטיבטור מאוקטב ע""י ה Tryptophan עצמו","רגולציה שלילית, כאשר הרפרסור מאוקטב ע""י חוסר ב Tryptophan","רגולציה חיובית, כאשר האקטיבטור מאוקטב ע""י חוסר ב Tryptophan","רגולציה שלילית, כאשר הרפרסור מאוקטב ע""י ה Tryptophan עצמו",ביטוי קונסטיטוטיבי של Tryptophan,,4,בקרת ביטוי גנים,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,מה נכון להגיד לגבי אקטיבטור?,אקטיבטור נמצא תמיד במצב פעיל,אם אקטיבטור אינו פעיל הוא הופך לרפרסור,אקטיבטור יכול להיות במצב פעיל ובמצב לא פעיל,,,,3,בקרת ביטוי גנים,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,"כאשר התא צריך להגיב מהר לסיגנל חיצוני מסויים, איזה דרך תאפשר לו תגובה יעילה?",שעתוק של הגנים הנחוצים ותרגומם לחלבונים,"הפעלת החלבונים הנחוצים (נמצאים כל הזמן בתא אך אינם פעילים) ע""י זרחון","הפעלת החלבונים הנחוצים (נמצאים כל הזמן בתא אך אינם פעילים) ע""י ביקוע",א + ב,ב + ג,א + ג,5,בקרת ביטוי גנים,TRUE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,מהםhouse keeping genes ?,גנים אשר מבוטאים בכל סוגי התאים,גנים אשר מבוטאים רק בתאים שלא עברו התמיינות סופית (G0),גנים אשר מבוטאים רק בתאי גזע,,,,1,בקרת ביטוי גנים,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,איזה מהמשפטים הבאים נכון לגבי תאים שעברו התמיינות?,הם איבדו את ה– DNA המקודד לגנים שאינם נחוצים להם,הם מכילים את כל הגנום אך מבטאים רק גנים אשר נחוצים להם לתפקידם,הם משעתקים את כל הגנים בגנום אך לא מתרגמים את כל ה-mRNA,,,,2,בקרת ביטוי גנים,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,מה יקרה אם יוחלף הגרעין של תא אפיתל שנלקח מהמעי בגרעין של תא זיגוטה?,התא יוכל להתפתח לעובר,התא לא יוכל להתפתח לעובר כיוון שחסרים לו חלבונים מסוימים בציטופלסמה,התא יהפוך לתא סרטני,,,,2,בקרת ביטוי גנים,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,במה כרוך תהליך השיבוט?,הכנסת גרעין של תא ממויין סופית לתא ביצית לא מופרית,הכנסת גרעין של תא ביצית מופרית לתא ממויין סופית,הפרית הביצית במבחנה,השתלת גרעין של תא ביצית ברחם הפונדקאית,,,1,בקרת ביטוי גנים,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,"חומר A נוצר מחומר B. כאשר חומר B מגיע לריכוז סף מסוים, נעצרת הסינתזה שלו. איזה סוגי בקרה יכולים להיות מעורבים בכך?","בקרה שלילית על שעתוק גן B, בה הרפרסור כל הזמן פעיל, אך עוזב את ה– DNA בנוכחות חומר B","בקרה שלילית על שעתוק גן B, בה הרפרסור אינו פעיל, אך נקשר ל- DNA בנוכחות חומר B","בקרה חיובית על שעתוק גן B, בה מעורב אקטיבטור שפעיל כל עוד אין חומר B","בקרה חיובית על שעתוק גן B, בה מעורב אקטיבטור שפעיל רק בנוכחות חומר B",א + ג,ב + ג,6,בקרת ביטוי גנים,TRUE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,גן A עובר שעתוק אך לא ניתן למצוא בתא את החלבון לו הוא מקודד. מה יכולה להיות הסיבה?,ה–mRNA שלו איננו יציב ומתפרק כל הזמן,ה- mRNA שלו מעוכב בגרעין ואיננו יכול לצאת לציטופלסמה,ה-pre-mRNA שלו איננו עובר שחבור,ה- mRNA שלו יציב ונמצא בציטופלסמה אך אינו עובר תרגום,כל התשובות נכונות,,5,בקרת ביטוי גנים,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,מי מהבאים יכול להשפיע על תהליך ההתמיינות לרקמות שונות?,המגוון והקומבינציה של פקטורי שעתוק,מורפוגנים,רמות הביטוי של פקטורי השעתוק,זכרון תאי,כל התשובות נכונות,,5,תאי גזע + התמיינות + ארגון רקמות,TRUE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,"איזה מנגנון יכול לאפשר ""זכרון תאי"" (""Cell Memory"")?",Negative feedback loop,Positive feedback loop,רפרסור שפעיל לעיכוב השיעתוק של עצמו,"אין דבר כזה ""Cell Memory"" !",,,2,תאי גזע + התמיינות + ארגון רקמות,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,"בהתפתחות העוברית, מהו תא טוטיפוטנטי (totipotent)?",תא שעבר התמיינות סופית והפך לתא בעל תפקיד ספיציפי,תא שעדיין לא עבר התמיינות סופית אך יש לו מחוייבות להיות תא מסוג מסויים,תא שיש לו פוטנציאל התפתחותי מלא הוא יכול עדיין ליצור אורגניזם שלם,תא זרע,,,3,תאי גזע + התמיינות + ארגון רקמות,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,מה ניתן לאמר על hematopoetic stem cells?,בעלי יכולת התחלקות וחידוש עצמי,מתחלקים ליצירת תאי בת שיתמיינו לתאים שונים במערכת הדם,הם טוטיפוטנטים (totipotent),ניתן למצוא אותם במח,א + ד,א + ב,6,תאי גזע + התמיינות + ארגון רקמות,TRUE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,סמן את המשפט שאינו נכון:,ביטוי של בקר שעתוק אחד בלבד דרוש כדי לגרום להתפתחות מבנה של עין על רגל של דרוזופליה,"ללא כל מניפולציה חיצונית, כל התאים ההמטופויטים יכולים להתמיין לכל סוגי תאי הדם השונים",ביטוי של שלושה בקרי שעתוק יכולים לגרום לתאי כבד להפוך לתאי עצב,על ידי הוספה של שלושה בקרי שעתוק ניתן להפוך תאים סומטיים לתאי גזע פלוריפוטנטיים (IPS),,,2,תאי גזע + התמיינות + ארגון רקמות,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,איזה מבין המשפטים הבאים אינו נכון לגבי מורפוגן?,חלבון מופרש המשפיע על תאים שכנים בזמן ההתפתחות העוברית,"חלבון המקודד ע""י רנ""א שעובר תרגום על ה-ER",חלבון שמתפקד כפקטור שעתוק בגרעין בזמן ההתמיינות,"חלבון אשר השפעתו על תאים תלויה בריכוז, שהולך ויורד ככל שגדל המרחק בין התא המושפע מהתא המפריש",,,3,תאי גזע + התמיינות + ארגון רקמות,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,מהי תופעת ה-Aneuploidy המאפיינת תאי סרטן רבים?,הצטברות של לפחות 3 מוטציות בגן ספציפי,כרומוזומים קצרים מהרגיל בתא,כרומוזומים ארוכים מהרגיל בתא,מספר לא תקין של כרומוזומים בתא,,,4,סרטן,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,מה עושה מיטוגן?,מעודד מוטגנזה,מעודד מיוזה,מעודד מיטוזה,מעודד אפופטוזיס,,,3,סרטן,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,כיצד ניתן לדכא ביטוי של ?Tumor suppressor gene,"ע""י מתילציות","ע""י מוטציות gain of function","ע""י מוטציות loss of function","ע""י אצטילציות",א + ג,א + ב,5,סרטן,TRUE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,מה נכון להגיד על פיזור ושכיחות המוטציות בגנים התומכים בהתפתחות הסרטן?,ב- tumor suppressor genes יהיו לרוב במספר מצומצם של אותן העמדות ספציפיות בסוגי סרטן שונים,ב- proto-oncogenes יהיו לרוב מפוזרות בעמדות רבות ושונות בסוגי סרטן שונים,ב- tumor suppressor genesיהיו לרוב מפוזרות בעמדות רבות ושונות בסוגי סרטן שונים,ב- proto-oncogenes יהיו לרוב במספר מצומצם של אותן העמדות ספציפיות בסוגי סרטן שונים,א + ד,ג + ד,6,סרטן,TRUE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,כיצד יכולה מוטציה ב-PI3K לתמוך בהתפתחות התהליך הסרטני?,PI3K הינו tumor suppressor gene ומוטציה בו תעודד אפופטוזיס ותדכא cell growth,PI3K הינו proto-oncogene ומוטציה בו תעודד אפופטוזיס ותדכא cell growth,PI3K הינו tumor suppressor gene ומוטציה בו תדכא אפופטוזיס ותעודד cell growth,PI3K הינו proto-oncogene ומוטציה בו תדכא אפופטוזיס ותעודד cell growth,,,4,סרטן,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,מי מבין המשפטים הבאים נכון?,מוטציה של loss of function בשני האללים של tumor suppressor gene נחוצה כדיי לתמוך בתהליך הסרטני,מוטציה של loss of function באלל אחד של tumor suppressor gene מספיקה כדיי לתמוך בתהליך הסרטני,מוטציה של loss of function באלל אחד של proto-oncogene מספיקה כדיי לתמוך בתהליך הסרטני,מוטציה של gain of function באלל אחד של tumor suppressor gene מספיקה כדיי לתמוך בתהליך הסרטני,מוטציה של gain of function באלל אחד של proto-oncogene מספיקה כדיי לתמוך בתהליך הסרטני,א + ה,6,סרטן,TRUE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,אילו שינויים גנטיים יכולים לעודד את התפתחות והתקדמות התהליך הסרטני?,deletion or insertion in coding sequence,point mutation,כל התשובות נכונות,gene amplification,chromosome rearrangement,,3,סרטן,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,סמן את המשפט שאינו נכון:,הגן src הינו proto-oncogene,הגן Rb הינו tumor-suppressor,הגן p53 הינו proto-oncogene,הגן Ras הינו proto-oncogene,,,3,סרטן,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,סמן את המשפט שאינו נכון:,מוטציות ומחיקות בגן PTEN קיימות בסוגי סרטן שונים,מוטציות loss of function ב-PTEN תומכות בגידול סרטני,מוטציות gain of function ב-PI3K תומכות בגידול סרטני,PIP2 הינו סיגנל המוכר על ידי AKT ומעודד את שרידות התא,,,4,סרטן,FALSE,,נדב ק,בוחן 4
בחנים ותרגולים מהמודל,חומצה גלוקורונית (glucuronic acid) היא מרכיב של אחד מהבאים (בחר את האפשרות המתאימה ביותר):,פיברונקטין (fibronectin),פרוטאוגליקנים (proteoglycans),גליקוזמינוגליקנים (GAGs),פוליסכרידים (polysaccharides),ב + ג + ד,א + ב + ג + ד,5,שאלות לדוגמה ממבחנים,TRUE,,טל,בוחן 5
בחנים ותרגולים מהמודל,איזה מהשלבים הבאים מתרחש בנקודה מס' 1 בציור שלפניך?,פירוק של סיבי אקטין,הרחבה של ה-cell cortex,treadmilling של סיבי אקטין,הרפיה(relaxation) של מיופיברילות (myofibrils),התכווצות של מיופיברילות (myofibrils),,2,שאלות לדוגמה ממבחנים,FALSE,https://i.imgur.com/woOxcfu.png,טל,בוחן 5
בחנים ותרגולים מהמודל,בציור שלפניך- מי מבין האותיות מייצגת את הציטוזול?,A,B,א,ב,ג,ד,4,שאלות לדוגמה ממבחנים,FALSE,https://i.imgur.com/AzqQQnf.png,טל,בוחן 5
בחנים ותרגולים מהמודל,בציור שלפניך- מי מבין האותיות מייצגת את ה-t-SNARE?,א,A,ב,ד,ז,ח,5,שאלות לדוגמה ממבחנים,FALSE,https://i.imgur.com/AzqQQnf.png,טל,בוחן 5
בחנים ותרגולים מהמודל,למי מהצמתים יש תפקיד בחיבור בין intermediate filaments בציטוסקלטון התאי לבין Extra Cellular Matrix?,tight junctions,adhesion belt,desmosome,hemi-desmosome,focal contact,gap junction,4,שאלות לדוגמה ממבחנים,FALSE,,טל,בוחן 5
בחנים ותרגולים מהמודל,מי מבין התכונות הבאות מתרחשת ב-medial Golgi?,העברת NANA (חומצה ציאלית) לגליקופרוטאינים,יצירת וסיקולות שמגיעות לליזוזומים,העברת GlcNAc לגליקופרוטאינים,העברת פוספט לגליקופרוטאינים,נשיאת רצפטורים ל- SRP,,3,שאלות לדוגמה ממבחנים,FALSE,,טל,בוחן 5
בחנים ותרגולים מהמודל,מי מבין התכונות הבאות מתרחשת ב-ER?,העברת NANA (חומצה ציאלית) לגליקופרוטאינים,יצירת וסיקולות שמגיעות לליזוזומים,העברת GlcNAc לגליקופרוטאינים,העברת פוספט לגליקופרוטאינים,נשיאת רצפטורים ל- SRP,,5,שאלות לדוגמה ממבחנים,FALSE,,טל,בוחן 5
בחנים ותרגולים מהמודל,"בציור שלפניך, מי מבין האותיות מייצגת את המיוזין (myosin)?",א,ב,ג,ד,ה,ו,5,שאלות לדוגמה ממבחנים,FALSE,https://i.imgur.com/ZGstbK2.png,טל,בוחן 5
בחנים ותרגולים מהמודל,"בציור שלפניך, מי מבין האותיות מייצגת סרקומר?",א,ב,ג,ד,ה,ו,2,שאלות לדוגמה ממבחנים,FALSE,https://i.imgur.com/ZGstbK2.png,טל,בוחן 5
בחנים ותרגולים מהמודל,איזה מהמשפטים הבאים נכון לגבי קינזין (Kinesin)?,מבצע הידרוליזה של ATP כדי לאפשר תנועת וסיקולות על גבי אקטין,מבצע הידרוליזה שלATP כדי לאפשר תנועת וסיקולות על גבי מיקרוטובולי,מבצע הידרוליזה של GTP כדי לאפשר תנועת וסיקולות על גבי מיקרוטובולי,מבצע הידרוליזה של GTP כדי לאפשר תנועת וסיקולות על גבי אקטין,רק קושר ATP או GTP אך לא מבצע הידרוליזה,,2,שאלות לדוגמה ממבחנים,FALSE,,טל,בוחן 5
בחנים ותרגולים מהמודל,איזו חומצת אמינו בציור שלפניך יכולה להיות רק סרין או טראונין?,א,ב,ג,ד,ה,,5,שאלות לדוגמה ממבחנים,FALSE,https://i.imgur.com/MEzXmMJ.png,טל,בוחן 5
בחנים ותרגולים מהמודל,נניח שלחלבון שמופיע בציור שלפניך תהיה שרשרת סוכרית N-linked נוספת מיד אחרי הקצה הקרבוקסי של הרצף ההידרופובי B. היכן היא תהיה במידה וחלבון זה יגיע לממברנה הפלסמטית? (השרשרת הנוספת היא בנוסף למה שמופיע בציור),בצד הציטוזולי של הממברנה,בצד החוץ תאי,"באחד הצדדים של הממברנה, תלוי כמה אזורים הידרופוביים יהיו לחלבון
(בנוסף לאלו שכבר סונתזו בציור).","בצד הציטוזולי, רק אם החלבון לא מופרש",לא יכולה להיות שרשרת סוכרית לאחר הקצה הקרבוקסי של הרצף ההידרופובי B,,5,שאלות לדוגמה ממבחנים,FALSE,https://i.imgur.com/MEzXmMJ.png,טל,בוחן 5
בחנים ותרגולים מהמודל,מהו המשפט הנכון לגבי פורין (Porin)?,פורין היא תעלה המאפשרת כניסת יוני כלור לליזוזום,פורין היא תעלה מיטוכונדריאלית המאפשרת הוצאת מולקולות קטנות מהמטריקס אל המרווח הבין-ממברנלי (inter-membrane space),פורין הוא חלבון מיטוכונדריאלי השוכן על הממברנה הפנימית והמאפשר הוצאת חלבונים מהמטריקס אל המרחב הבין-ממברנלי,חלבון הנמצא על הממברנה החיצונית של המיטוכונדריה והמאפשר כניסה חופשית למולקולות קטנות,חלבון המרכיב את תעלת הטרנסלוקציה ((translocon ברטיקולום האנדופלסמי (ER),,4,שאלות לדוגמה ממבחנים,FALSE,,טל,בוחן 5
בחנים ותרגולים מהמודל,מהו המשפט הנכון לגבי חלבונים?,רק הקבוצות הצדדיות (side chains) של חומצות אמינו יכולות ליצור קשרי מימן,קשרי מימן יכולים להיווצר רק בין חומצות אמינו הקרובות זו לזו במבנה הראשוני של החלבון,אין חלבון המסוגל לחזור אל צורתו הטבעית לאחר שעבר דה-נטורציה מאחר ו האינפורמציה הקובעת את הקיפול נעלמת בתהליך הדנטורציה,מודיפיקציות לאחר תרגום (post-translational modifications) כגון פוספורילציה יכולות לשנות את המבנה השלישוני של חלבון בתמיסה,מודיפיקציות לאחר תרגום (post-translational modifications) כגון גליקוזילציה יכולות לשנות את המבנה הראשוני של חלבון בתמיסה,קשר די-סולפידי הנוצר בין שייר ציסטאין ושייר מתיונין יכול לייצב את צורתו השלישונית של חלבון,4,שאלות לדוגמה ממבחנים,FALSE,,טל,בוחן 5
בחנים ותרגולים מהמודל,מי מהבאים אינו אנזים שקשור בהעברת פוספוליפידים?,Shufflerase,Scramblase,Flippase,Floppase,,,1,מידור תאי,FALSE,,יעל,תרגול עצמי מידור תאי 2022
בחנים ותרגולים מהמודל,מה נכון בנוגע לתהליך יצירת ממברנות?,חומצות שומן מסונתזות על גבי ממברנת הER,Flip-flop ספונטני של ליפידים בממברנת ה ER מווסת את חלוקת הליפידים בין השכבות השונות של הממברנה,ליפידים מסונתזים בכל הממברנות התאיות,"הוספת ה""ראשים"" ההידרופיליים של phosphoglycerides מתבצעת על גבי ממברנת ה ER",,,4,מידור תאי,FALSE,,יעל,תרגול עצמי מידור תאי 2022
בחנים ותרגולים מהמודל,סמנו את המשפט השגוי,חומצות שומן מורכבות משרשראות פחמן-מימן בעלות מספר פחמנים בכפולות של שתיים,"אתנולאמין, כולין וסרין הם חלק מהראשים שמצומדים לפוספו-גליצרידים",אנזימים מסוג פוספוליפאזות יכולים לשנות את מבנה חומצות השומן וכך להשפיע על הרכב הממברנה בסביבתם,אזור עשיר בפוספו-גליצרידים מצומדים לסרין גורם למטען חיובי מקומי,,,4,מידור תאי,FALSE,,יעל,תרגול עצמי מידור תאי 2022
בחנים ותרגולים מהמודל,מה נכון לגבי האנזים Acetyl-CoA Carboxylase,AMPK מעודד את פעילות האנזים,אחראי להמרת Malonyl-CoA ל-Acetyl-CoA,אחראי ליצירת מולקולה דו-פחמנית המשמשת לבניית חומצות שומן,רמות גבוהות של Palmitoyl-CoA מעכבות את פעילות האנזים,,,4,מידור תאי,FALSE,,יעל,תרגול עצמי מידור תאי 2022
בחנים ותרגולים מהמודל,מה מהבאים נכון לגבי SREBP,"כאשר רמות הכולסטרול בתא גבוהות, SREBP עובר ביקוע פרוטאליטי בER","כאשר רמות הכולסטרול בתא נמוכות, SREBP מעוגן לממברנת הER","כאשר רמות הכולסטרול בתא נמוכות, SREBP עובר ביקוע פרוטאוליטי בER","כאשר רמות הכולסטרול בתא נמוכות, SREBP עובר ביקוע פרוטאוליטי בגולג'י",,,4,מידור תאי,FALSE,,יעל,תרגול עצמי מידור תאי 2022
בחנים ותרגולים מהמודל,סמנו את המשפט הלא נכון,שלב ה-commitment של בניית ליפידים הוא חיבור בין הגליצרול לחומצת שומן,לטרנספורט באמצעות וזיקולות יש תפקיד חשוב בחלוקת ליפידים בין אברונים שונים,הארכת חומצות שומן מעבר ל-16 פחמנים מתבצעת לאחר שחרור palmitate מה-Fatty Acid Synthase complex,ממברנות נבנות על ידי הרחבה של ממברנות קיימות,,,1,מידור תאי,FALSE,,יעל,תרגול עצמי מידור תאי 2022
בחנים ותרגולים מהמודל,"סטודנט התבקש לגדל תרבית הומוגנית של תאי פיברובלאסט. הוא הסתכל על התאים בעזרת מיקרוסקופ אור קונבנציונלי, ולמרבה הצער, עלה בו החשד כי התרבית מזוהמת. מה לא יכול להיות שהסטודנט ראה?",זיהום של תאים אנימליים שאינם פיברובלאסטים,זיהום ויראלי,זיהום חיידקי,זיהום של תאים צמחיים,,,2,שיטות אימוניות,FALSE,,יעל,תרגול עצמי שיטות אימוניות 2022
בחנים ותרגולים מהמודל,"סטודנטית גידלה בתרבית תאים שהופקו מלב של חולדה, ורצתה להפריד בין האוכלוסיות שהתקבלו (תאי שריר, תאי רקמת חיבור וכו'). מה מהבאים תוכל הסטודנטית לבצע באמצעות FACS",הפרדה בין אוכלוסיות תאים חיים על סמך רמות שעתוק של חלבונים ממברנליים,הפרדה בין אוכלוסיות תאים חיים על סמך נוכחות חלבונים מקובעים,הפרדה בין אוכלוסיות תאים חיים על סמך נוכחות חלבונים ציטוזוליים שסומנו באמצעות נוגדנים,הפרדה בין אוכלוסיות תאים חיים על סמך נוכחות חלבונים ממברנליים שסומנו באמצעות נוגדנים,,,4,שיטות אימוניות,FALSE,,יעל,תרגול עצמי שיטות אימוניות 2022
בחנים ותרגולים מהמודל,כמה פסים (bands) יופיעו לאחר הרצת תוצרי immunoprecipitation של חלבון X בתנאים מחזרים ב-SDS-PAGE,1,3,4,לא ניתן להריץ את התוצרים ב-SDS-PAGE,2,,2,שיטות אימוניות,FALSE,,יעל,תרגול עצמי שיטות אימוניות 2022
בחנים ותרגולים מהמודל,התבקשת לזהות את מיקומם של שני חלבונים שונים בתא. מה לא כדאי לעשות,"לצבוע כל אחד מהחלבונים באמצעות נוגדן ראשוני ספציפי, ונוגדנים שניוניים שמצומדים כל אחד למולקולה פלורסנטית שמאירה בצבע אחר",לחבר GFP לאחד החלבונים המבוקשים ולצבוע את החלבון השני בעזרת אימונופלורסנציה שמאירה בירוק,לחבר GFP לאחד החלבונים המבוקשים ו Red fluorescent protein לחלבון השני,"לחבר GFP לאחד החלבונים המבוקשים, ולצבוע את החלבון השני בעזרת אימונופולורסנציה שמאירה באדום",,,2,שיטות אימוניות,FALSE,,יעל,תרגול עצמי שיטות אימוניות 2022
בחנים ותרגולים מהמודל,שני סטודנטים הריצו דוגמא זהה ב-SDS-PAGE וקיבלו את התוצאות הבאות. מה יכול להיות הסבר אפשרי,סטודנט א' ביצע צביעת Coomassie וסטודנט ב' ביצע Immunoblot,סטודנט א' ביצע Immunoblot וסטודנט ב' ביצע צביעת Coomassie,סטודנט ב' לא השתמש בנוגדן ראשוני,סטודנט א' לא השתמש בחומר מחזר,,,1,שיטות אימוניות,FALSE,https://i.imgur.com/lC2CdbA.png,יעל,תרגול עצמי שיטות אימוניות 2022
בחנים ותרגולים מהמודל,כמה פסים יופיעו לאחר הרצת IgG ב-SDS-PAGE מחזר וצביעת Coomassie,1,2,3,4,,,2,שיטות אימוניות,FALSE,,יעל,תרגול עצמי שיטות אימוניות 2022
בחנים ותרגולים מהמודל,מה מהבאים נכון לגבי השיטות אימונופלורסנציה ואימונוהיסטוכימיה,באימונוהיסטוכימיה הנוגדן השניוני מצומד למולקולה פלורסנטית,באימונוהיסטוכימיה הנוגדן השניוני מצומד למולקולה מדווחת שאינה דורשת הוספת סובסטרט לצורך קבלת צביעה,באימונופלורסנציה הנוגדן השניוני מצומד למולקולה מדווחת שדורשת הוספת סובסטרט לצורך קבלת צביעה,באימונופלורסנציה הנוגדן השניוני מצומד למולקולה פלורסנטית,,,4,שיטות אימוניות,FALSE,,יעל,תרגול עצמי שיטות אימוניות 2022
בחנים ותרגולים מהמודל,סמנו את המשפט השגוי,בנוגדנים נמצא אזור קושר האנטיגן בצד ה-N טרמינלי,"ב-immunoprecipitation, אם הנוגדן נקשר לשני חלבונים בגדלים שונים, לאחר הרצת SDS-PAGE מחזר וצביעת Coomassie נראה לפחות 4 פסים (בנדים)",ה-SDS פורש את החלבון ומצפה אותו במטען שלילי,ב- SDS-PAGE החלבונים הגדולים רצים מהר יותר מכיוון שהם יותר שליליים מחלבונים קטנים,,,4,שיטות אימוניות,FALSE,,יעל,תרגול עצמי שיטות אימוניות 2022
בחנים ותרגולים מהמודל,איזה סיבים יש לסמן בצבע פלורסנטי כדי לעקוב אחרי ממברנת התא,אקטין,מיקרוטובולי,intermediate filaments,nuclear lamina,,,1,ציטוסקלטון,FALSE,,יעל,תרגול עצמי שלד התא 2022
בחנים ותרגולים מהמודל,מה תפקידו של סיב האקטין,מחזק את גרעין התא,במיטוזה בשלב הציטוקינזה יוצר ביחד עם מיוזין את ה-contractile ring,נותן צורה לתא,מאפשר את תנועת התאים,,,"2,3,4",ציטוסקלטון,FALSE,,יעל,תרגול עצמי שלד התא 2022
בחנים ותרגולים מהמודל,"מה סביר שיקרה כאשר ריכוז המונומרים של אקטין  נמצא בין שני הריכוזים הקריטים (בין הקצה ה""+"" וה""-"")",תנועה של התא לכיוון מסוים,צורת התא לא תשתנה,התא יכנס למיטוזה,כיווץ שרירי,,,1,ציטוסקלטון,FALSE,,יעל,תרגול עצמי שלד התא 2022
בחנים ותרגולים מהמודל,מבנה דימר של Intermediate filaments הוא ברובו,alpha-helix,beta-sheet,coiled-coil,אין לדימר מבנה מוגדר,,,3,ציטוסקלטון,FALSE,,יעל,תרגול עצמי שלד התא 2022
בחנים ותרגולים מהמודל,אילו משפטים נכונים לגבי מיקרוטובולי,בניית הסיב דורשת אנרגיה,בניית הסיב לא דורשת אנרגיה,"לסיב יש כיווניות המוכתבת ע""י מיקום האלפא וביתא טובולין בקצוות","קצוות הסיב מאופיינים ע""י מטען החשמלי חיובי ושלילי","הסיבים נבנים סביב מרכז הארגון של הסיב, בצנטרומר.","סיבי מיקרוטובולי מאופיינים ע""י חוסר יציבות דינאמית","2,3,6",ציטוסקלטון,FALSE,,יעל,תרגול עצמי שלד התא 2022
בחנים ותרגולים מהמודל,מהי היחידה הפונקציונלית המרכיבה את המיקרוטובולי,דימר אלפא ובתא,"טרימר אלפא, בתא וגמא",אלפא בלבד,בתא בלבד,טרימר אלפא בתא ואפסילון,,1,ציטוסקלטון,FALSE,,יעל,תרגול עצמי שלד התא 2022
בחנים ותרגולים מהמודל,מה מהבאים נכון לגבי PDI,PDI פעיל אך ורק במצבו המחומצן,"במידה ונוצרו קשרי S-S לא נכונים בחלבון, PDI במצבו המחוזר יכול לבצע איזומריזציה כך שיווצרו קשרי ה-S-S הנכונים","במידה ונוצרו קשרי S-S לא נכונים בחלבון, PDI במצבו המחומצן יכול לבצע איזומריזציה כך שיווצרו קשרי ה-S-S הנכונים","במצבו המחוזר, PDI יכול לסייע להיווצרות קשרי S-S חדשים בחלבונים הנמצאים בציטוזול",,,2,קיפול חלבונים ובקרת איכות בER,FALSE,,יעל,תרגול עצמי קיפול חלבונים 2022
